rijksmonumentnummer,hoofdcategorie,adres,woonplaatsnaam,ai_heeft_uitsluiting,ai_heeft_relatieve_waardering,ai_heeft_constatering,ai_heeft_bescherming_vanwege,ai_fragment_uitsluiting,ai_fragment_relatieve_waardering,ai_fragment_constatering,ai_fragment_bescherming_vanwege,omschrijving
509509,Woningen en woningbouwcomplexen,Hoofdstraat 33,Leens,True,True,True,True,"Aan de achterzijde van het pand bevindt zich een houten aankapping die buiten de bescherming valt. | De achtergevel heeft over de hele breedte een vernieuwde houten aankapping, die buiten de bescherming valt.",Woonhuis van algemeen architectuur- en cultuurhistorisch belang - vanwege de voor die periode kenmerkende overgangsarchitectuur met Art Nouveau ornamentiek en Chaletstijl elementen - vanwege de fraaie detaillering en ornamentiek - vanwege zijn waarde als goede representant van het oeuvre van de architect P.M.A. Huurman - vanwege de hoge mate van gaafheid van het exterieur en delen van het interieur - vanwege de beeldbepalende ligging aan de doorgaande weg Ulrum- Leens,"Oorspronkelijk had het huis twee dakkapellen aan de voorzijde, deze zijn nu verdwenen.",Woonhuis van algemeen architectuur- en cultuurhistorisch belang - vanwege de voor die periode kenmerkende overgangsarchitectuur met Art Nouveau ornamentiek en Chaletstijl elementen - vanwege de fraaie detaillering en ornamentiek - vanwege zijn waarde als goede representant van het oeuvre van de architect P.M.A. Huurman - vanwege de hoge mate van gaafheid van het exterieur en delen van het interieur - vanwege de beeldbepalende ligging aan de doorgaande weg Ulrum- Leens,"Inleiding WOONHUIS met aangebouwd ACHTERHUIS annex KOETSHUIS uit omstreeks 1910, ontworpen door architect P.M.A. Huurman uit Groningen. Het huis dat is opgetrokken in Overgangsstijl met aan de Art-Nouveau- en Chaletstijl verwante elementen, is gebouwd in opdracht van de heer J. Dijkhuis. Oorspronkelijk had het huis twee dakkapellen aan de voorzijde, deze zijn nu verdwenen. Aan de achterzijde van het pand bevindt zich een houten aankapping die buiten de bescherming valt. Het huis ligt tezamen met nog enkele andere monumentale panden, aan de doorgaande weg van Ulrum naar Leens. Omschrijving WOONHUIS met gepleisterde gevels op een bakstenen trasraam van rood-bruine baksteen dat is afgezet met een bruin geglazuurde rollaag. Het samengestelde dak is gedekt met een rood geglazuurde tuile du nord. Onder de geprofileerde goot op klossen loopt een fries van decoratieve rode baksteen en geglazuurde steen. Op de nok prijkt een uit pleisterwerk en rode baksteen bestaande schoorsteen met kap. Aan de achterzijde van het huis is een lager, L-vormig achterhuis gebouwd met een koetshuis in de voet van de L. Het achterhuis heeft een samengesteld schild-wolfdak met een decoratief fries van rode baksteen. Het huis heeft een variatie aan vensters, erkers en deuren, die alle bovenlichten met roedenverdeling hebben. De westgevel heeft een verticaal venster en openslaande glasdeuren met bovenlicht met roedenverdeling, die uitkomen op een dwars erop geplaatste houten veranda op bakstenen plint onder lessenaarsdak. Het dak wordt aan de open voorzijde gedragen door vier houten pilaren met decoratieve korbelen. Tussen de pilaren bevindt zich een houten, opengewerkt hek met in het midden twee pijlers waarop een vaas is geplaatst. Een natuurstenen stoep van twee treden vormt de toegang tot de tuin. De noordgevel van het woonhuis heeft een rond venster in de afgewolfde topgevel en gaat over in het achterhuis. In de hoek die de noordgevel met het achterhuis vormt is een uitgebouwd privaat gebouwd met plat dak. De voorgevel (zuidzijde) heeft op de begane grond een rechthoekige erker onder een lessenaarsdakje waarboven een topgevel prijkt met overstekend wolfeind en sierspant. In de topgevel bevindt zich een inpandig balkon onder een gemetselde rondboog met twee stijlen van geglazuurde baksteen. Naast de erker een samengesteld venster met geglazuurde bakstenen onderdorpels, met om de hoek een deur die uitkomt op de tuin via een stoep met granito bovenkant en drie natuurstenen treden. Rechts daarvan bevindt zich een in de gevel verzonken erker bestaande uit drie vensters onder een ijzeren latei met daarboven een rollaag van rode baksteen en natuurstenen aanzetstenen. Deze erkerpartij herhaalt zich om de hoek in de oostgevel onder een topgevel met wolfeind en sierspant. De topgevel heeft een venster met openslaande ramen, met aan weerszijden een klein zesruits venster onder een doorlopende rollaag. Naast de erker bevindt zich de hoofdentree, bestaande uit een uitgebouwd portiek met zadeldak gedekt met een rood geglazuurde tuile du nord, een met hout beschoten topgevel, strakke windveren en een makelaar. Een ruime drie treden hoge natuurstenen stoep tussen twee gesinterde bakstenen muurtjes, verleent de toegang. De zijkanten van het portiek zijn dichtgezet met een in roeden verdeeld glazen ""windscherm"". De houten deur heeft origineel hang- en sluitwerk, Art Nouveau smeedwerk en boven- en zijlichten van glas-in-lood. Rechts van de entree een klein smal venster onder een strek. Boven de entree bevindt zich een vensterpartij met vijf glas-in-lood vensters onder een houten overstek. De oostgevel van het woonhuis gaat over in de gevel van het ACHTERHUIS. In deze gevel bevindt zich een samengesteld kozijn met drie vensters en een houten toegangsdeur met bovenlicht, beide onder een rode bakstenen strek. Onder het samengesteld kozijn een kelderraam met horizontale diefijzers. Een hoge schoorsteen van pleisterwerk en baksteen siert de kap. De westgevel van het achterhuis bevat drie verticale houten vensters en een deur, alle met een bovenlicht onder een strek van rode baksteen. De achtergevel heeft over de hele breedte een vernieuwde houten aankapping, die buiten de bescherming valt. Dwars op het achterhuis staat een KOETSHUIS onder een afgewolfde kap, omlijst met strakke houten windveren en met een piron op de voornok. Het koetshuis heeft hoge, dubbele houten opgeklampte deuren onder een ijzeren latei met een roodstenen rollaag erboven. Aan weerszijden bevindt zich een gietijzeren roosvenster, dat wordt herhaald in de zijgevel. De topgevel heeft houten openslaande deuren. In het INTERIEUR zijn met name van belang: de hal met de in Art Nouveau stijl gepleisterde wanden, de granito vloer en de fraai vormgegeven houten trap; het tochtportaal met de tochtdeuren met gezandstraalde ruiten met Art Nouveau motieven en de decoratieve tegels tot halverwege de wanden. Waardering Woonhuis van algemeen architectuur- en cultuurhistorisch belang - vanwege de voor die periode kenmerkende overgangsarchitectuur met Art Nouveau ornamentiek en Chaletstijl elementen - vanwege de fraaie detaillering en ornamentiek - vanwege zijn waarde als goede representant van het oeuvre van de architect P.M.A. Huurman - vanwege de hoge mate van gaafheid van het exterieur en delen van het interieur - vanwege de beeldbepalende ligging aan de doorgaande weg Ulrum- Leens"
5897,Woningen en woningbouwcomplexen,Voetboogstraat 33,Amsterdam,False,False,True,False,,,Huisje (XVIII) met gevel onder rollagentop (XIX).,,Huisje (XVIII) met gevel onder rollagentop (XIX).
3076,Woningen en woningbouwcomplexen,Nieuwezijds Kolk 33,Amsterdam,False,False,True,False,,,Hoekhuis met smal voorgeveltje onder rechte lijst (XIX A).,,Hoekhuis met smal voorgeveltje onder rechte lijst (XIX A).
13386,Woningen en woningbouwcomplexen,Sint Jacobsplein 33,Dordrecht,False,True,True,True,,eenvoudige doch harmonische architectuur,PAND met hoge gepleisterde lijstgevel (XVIII) met schuiframen en muurankers.,van oudheidkundige waarde,PAND met hoge gepleisterde lijstgevel (XVIII) met schuiframen en muurankers. Gebouw van eenvoudige doch harmonische architectuur en van oudheidkundige waarde.
24926,Woningen en woningbouwcomplexen,Hooigracht 33 A,Leiden,False,False,True,False,,,onderpui verbouwd,,"Pand met lijstgevel met pilasters, onderpui verbouwd, 18e eeuw."
7919,Woningen en woningbouwcomplexen,Pothstraat 33 C,Amersfoort,False,False,True,False,,,"Huis met halsgevel, uitgevoerd in baksteen.",,"Huis met halsgevel, uitgevoerd in baksteen. XVIII."
30155,Woningen en woningbouwcomplexen,Wilhelminastraat 33,Mijnsheerenland,False,False,True,False,,,Deftig herenhuis (XVIIId) van parterre en verdieping met twee evenwijdige schilddaken en aan de voorzijde schilddak evenwijdig aan de straatas. | Dakkapellen en hoekschoorstenen. | Zware kroonlijst boven de voorgevel. | Boven de deur gietijzeren bovenlicht. | Stoeppalen met kettingen.,,Deftig herenhuis (XVIIId) van parterre en verdieping met twee evenwijdige schilddaken en aan de voorzijde schilddak evenwijdig aan de straatas. Dakkapellen en hoekschoorstenen. Zware kroonlijst boven de voorgevel. Boven de deur gietijzeren bovenlicht. Stoeppalen met kettingen.
37776,Woningen en woningbouwcomplexen,Scherminkelstraat 33,Vlissingen,False,False,True,False,,,Huis met gecementeerde trapgevel. | De treden afgedekt met natuurstenen platen. | Waterlijsten. | XVII.,,Huis met gecementeerde trapgevel. De treden afgedekt met natuurstenen platen. Waterlijsten. XVII.
27655,Woningen en woningbouwcomplexen,Tongersestraat 33,Maastricht,False,False,True,False,,,"Uit een paneel onder het benedenvenster blijkt, dat dit de plaats inneemt van twee oorspronkelijke.",,"Huis met lijstgevel, XVIII. Segmentboogvensters in Naamse steen. Pui van Naamse steen, voorzien van een segmentboogingang met aangekoppeld gewijzigd venster en geblokte pilasters. De lateien met later blokwerk. Uit een paneel onder het benedenvenster blijkt, dat dit de plaats inneemt van twee oorspronkelijke."
13642,Woningen en woningbouwcomplexen,Rozenhof 33,Dordrecht,False,True,True,True,,Gebouw van algemeen belang wegens oudheidkundige en kunsthistorische waarde.,"Kasteelachtig WOONHUIS op ongeveer vierkante plattegrond opgetrokken in neo-renaissance stijl, geinspireerd op de Loire-renaissance. | Eerste steen blijkens opschrift gelegd 22 oktober 1891 door A.A. van Rechteren Limpurg (geb. 3-9-1888). | Materiaal rode geglazuurde baksteen met talrijke zandstenen sierdelen. | Voor- en achtergevel met rijk versierde midden- en zijrisalieten. | Op het dak een koepeltoren met gesloten lantaarn. | Inwendig curieuze hal met marmeren zuilen en trappenhuis met stucwerk. | Van de oorspronkelijke parkaanleg rond het huis is nog slechts het rosarium over.",Gebouw van algemeen belang wegens oudheidkundige en kunsthistorische waarde.,"Kasteelachtig WOONHUIS op ongeveer vierkante plattegrond opgetrokken in neo-renaissance stijl, geinspireerd op de Loire-renaissance. Eerste steen blijkens opschrift gelegd 22 oktober 1891 door A.A. van Rechteren Limpurg (geb. 3-9-1888). Materiaal rode geglazuurde baksteen met talrijke zandstenen sierdelen. Voor- en achtergevel met rijk versierde midden- en zijrisalieten. Op het dak een koepeltoren met gesloten lantaarn. Inwendig curieuze hal met marmeren zuilen en trappenhuis met stucwerk. Van de oorspronkelijke parkaanleg rond het huis is nog slechts het rosarium over. Gebouw van algemeen belang wegens oudheidkundige en kunsthistorische waarde."
23075,Woningen en woningbouwcomplexen,Oudestraat 33,Kampen,False,True,True,False,,Pui verminkt.,Pand met geverfde lijstgevel XVIII-XIX.,,Pand met geverfde lijstgevel XVIII-XIX. Pui verminkt.
511430,Woningen en woningbouwcomplexen,C.T. Storkstraat 33,Hengelo,False,False,True,True,,,Het pand is opgetrokken vanuit een rechthoekige plattegrond in rode baksteen onder zadeldak met de noklijn haaks op de C.T. Storkstraat. | Het dak met getimmerde overstek en windveer is gedekt met rode Hollandse pannen. | De voorgevel en pijlers van de galerij zijn gemetseld op een zandstenen plint. | De galerij heeft hier twee rondboog openingen met zandstenen aanzetstukken. | De winkel heeft een etalageruit met driedelig bovenlicht en een deur met bovenlicht. | De gevel op de verdieping is voorzien van drie getoogde T-vensters met roeden in de bovenlichten. | De geveltop met vakwerk en zesruitsvensters kraagt in twee fasen uit op gesneden klossen.,"Winkel met woonhuis en galerij van algemeen cultuur-, architectuurhistorisch en stedenbouwkundig belang vanwege: | - de ruimtelijke en functionele relatie met de overige onderdelen van het complex | - de functie (winkel) binnen 't Lansink | - de door Engelse en Duitse voorbeelden geïnspireerde bouwstijl | - de plaats die 't Lansink inneemt in het oeuvre van de architect Karel Muller | - de beeldbepalende ligging | - de gaafheid van het exterieur","Omschrijving Winkel met woonhuis en op de begane grond een deel van de galerij. Het pand is opgetrokken vanuit een rechthoekige plattegrond in rode baksteen onder zadeldak met de noklijn haaks op de C.T. Storkstraat. Het dak met getimmerde overstek en windveer is gedekt met rode Hollandse pannen. De voorgevel en pijlers van de galerij zijn gemetseld op een zandstenen plint. De galerij heeft hier twee rondboog openingen met zandstenen aanzetstukken. De winkel heeft een etalageruit met driedelig bovenlicht en een deur met bovenlicht. De gevel op de verdieping is voorzien van drie getoogde T-vensters met roeden in de bovenlichten. De geveltop met vakwerk en zesruitsvensters kraagt in twee fasen uit op gesneden klossen. Winkel met woonhuis en galerij van algemeen cultuur-, architectuurhistorisch en stedenbouwkundig belang vanwege: - de ruimtelijke en functionele relatie met de overige onderdelen van het complex - de functie (winkel) binnen 't Lansink - de door Engelse en Duitse voorbeelden geïnspireerde bouwstijl - de plaats die 't Lansink inneemt in het oeuvre van de architect Karel Muller - de beeldbepalende ligging - de gaafheid van het exterieur"
516213,Woningen en woningbouwcomplexen,Oranjestraat 33,Stadskanaal,False,False,False,False,,,,,"- Gemeente Stadskanaal, bouwarchief - Streekhistorisch Centrum Stadskanaal, fotoarchief"
8081,Woningen en woningbouwcomplexen,'t Zand 33,Amersfoort,False,False,True,False,,,Gepleisterd huis met rechte kroonlijst.,,Gepleisterd huis met rechte kroonlijst.
483767,Woningen en woningbouwcomplexen,Louise Henriettestraat 33,Groningen,False,True,True,True,,met een opmerkelijke architectonische vormgeving | typerend voor de verstrakte versie van de Amsterdamse School,De twee winkels op de hoek zijn thans in gebruik als woningen. | In de loop van de tijd zijn diverse stalen vensters vervangen door houten kozijnen en ramen en ook een aantal stalen bovenlichten met donker gekleurd glas zijn vervangen. | De woningen zijn thans nog als zodanig in gebruik.,van algemeen belang vanwege zijn cultuurhistorische en architectuurhistorische waarde vanwege zijn bijzondere stedenbouwkundige situering en de architectonische kwaliteiten van het ontwerp.,"Inleiding WONINGBOUWCOMPLEX, gesitueerd evenwijdig aan de spoorlijn Groningen-Roodeschool aan de Stadhouderslaan en de Louïse Henriëttestraat in de Oranjebuurt, bestaande uit 74 woningen (beneden- en bovenwoningen) en drie winkels, gebouwd in 1930 in opdracht van aannemersbedrijf Firma H. Koster naar ontwerp van de Groninger architect J.A. Boer in een verstrakte versie van de Amsterdamse School-stijl. De twee winkels op de hoek zijn thans in gebruik als woningen. In de loop van de tijd zijn diverse stalen vensters vervangen door houten kozijnen en ramen en ook een aantal stalen bovenlichten met donker gekleurd glas zijn vervangen. De woningen zijn thans nog als zodanig in gebruik. Omschrijving Het karakteristieke complex is opgetrokken op een wigvormige plattegrond en bestaat uit drie delen: het hoekgedeelte aan de Koninginnelaan van drie bouwlagen onder een sterk afgeplat dak met drie rijen verticale rode daktegels en daaraansluitend twee lange wanden aan de Stadhouderslaan en de Louïse Henriëttestraat, bestaande uit twee bouwlagen met een zolderverdieping onder een omlopend schilddak, gedekt met rode Tuiles du Nord. De gevels zijn opgetrokken uit bruinroze baksteen op een trasraam van roodbruine baksteen en worden horizontaal geleed door doorlopende betonplaten, die de verdiepingen markeren en gemetselde onderdorpelbanden. De in ondiepe portieken geplaatste voordeuren en de driedelige stalen erkervensters en horizontale vensters hebben een doorlopende strook bovenlichten in het gevelvlak. Het hoekgedeelte kreeg een bijzondere architectonische vormgeving: dubbele, vijfzijdige erkers over drie bouwlagen, gescheiden door een bakstenen penant in het midden en inpandige balkons naast de erkers op de verdiepingen. In de zijgevels van het hoekgedeelte bevinden zich stalen laddervensters. In de kap van de lange wanden bevindt zich een doorlopende strook houten dakkapellen. Waardering Woningbouwcomplex, met een opmerkelijke architectonische vormgeving, typerend voor de verstrakte versie van de Amsterdamse School rond 1930 naar ontwerp van de Groninger architect J.A. Boer, van algemeen belang vanwege zijn cultuurhistorische en architectuurhistorische waarde vanwege zijn bijzondere stedenbouwkundige situering en de architectonische kwaliteiten van het ontwerp. Bovendien neemt het complex een bijzondere plaats in in het oeuvre van de architect."
37627,Woningen en woningbouwcomplexen,Beursstraat 33,Vlissingen,False,False,True,False,,,Huis met XIX B gepleisterde lijstgevel met consoles. | Eenvoudige voordeuromlijsting. | Stoeptreden. | XVIII-XIX.,,Huis met XIX B gepleisterde lijstgevel met consoles. Eenvoudige voordeuromlijsting. Stoeptreden. XVIII-XIX.
450403,Woningen en woningbouwcomplexen,Hoefijzerstraat 33,Utrecht,False,True,True,True,,Het pand is van architectonisch en historisch belang.,"Huize Gildestein, voormalige buitenplaats, ontstaan rond 1680. | Het oorspronkelijke huis bestaat uit twee bouwlagen met kap. | Hierachter is later een op kelders gelegen, en daarmee verhoogd, bouwdeel aangebracht, eveneens bestaande uit twee bouwlagen met kap. | Het huis dankt zijn naam aan de nabij gelegen Gildbrug en Gildpoort, een van de buitenpoorten van de stad. | Deze oorspronkelijke situering is opmerkelijk te noemen, daar de buitenplaats zeer dicht bij de stad lag aan een belangrijke verbindingsweg. | In 1821 werden het pand en de grond aangekocht voor de veeartsenijschool. | Gildestein was tot 1909 de woning van de directeur.",Het pand is van architectonisch en historisch belang.,"Huize Gildestein, voormalige buitenplaats, ontstaan rond 1680. Het oorspronkelijke huis bestaat uit twee bouwlagen met kap. Hierachter is later een op kelders gelegen, en daarmee verhoogd, bouwdeel aangebracht, eveneens bestaande uit twee bouwlagen met kap. Het huis dankt zijn naam aan de nabij gelegen Gildbrug en Gildpoort, een van de buitenpoorten van de stad. Deze oorspronkelijke situering is opmerkelijk te noemen, daar de buitenplaats zeer dicht bij de stad lag aan een belangrijke verbindingsweg. In 1821 werden het pand en de grond aangekocht voor de veeartsenijschool. Gildestein was tot 1909 de woning van de directeur. Het pand is van architectonisch en historisch belang."
17959,Woningen en woningbouwcomplexen,Prinsessegracht 33,'s-Gravenhage,False,False,True,False,,,Pand met gevel uit het begin van de 19e eeuw,,"Pand met gevel uit het begin van de 19e eeuw met kroonlijst op gesneden consoles, ingang met pilasteromlijsting."
527782,Woningen en woningbouwcomplexen,Michelangelostraat 33,Amsterdam,False,True,True,True,,Ten opzichte van de overige drie bouwblokken,"De gevel aan de Michelangelostraat heeft op de hoek een gebeeldhouwd portret voorstellende de kunstenaar Michelangelo, van Jacob Kaas (1928).",van algemeen belang wegens architectuur- en kunsthistorische alsook stedenbouwkundige waarde als beelbepalend onderdeel van een complex van vier bouwblokken op het kruispunt van Minervalaan en Gerrit van der Veenstraat.,"Omschrijving Ten opzichte van de overige drie bouwblokken zuidwestelijk gelegen bouwblok, gebouwd op een haakvormige plattegrond met in- en uitspringende bouwvolumes. Opgetrokken in verdiept gevoegde baksteen. Elke eenheid bestaat uit een begane grond, een eerste, tweede en derde verdieping en een zolderverdieping. Op de hoek van Minervalaan en Gerrit van der Veenstraat twee deels ingesnoerde puntgevels, met aan de zijde van de Minervalaan een lagere puntgevel waaronder een winkelgalerij. De galerij is aan de onderzijde voorzien van een natuurstenen tandfries. De gemetselde galerijkolommen op sokkels van natuursteen zijn voorzien van gebeeldhouwde portretten van enkele leden van de Schoonheidscommissie (later Commissie Zuid genoemd) en ambachten. In de galerij uitkragende decoratieve deurpartijen met glas-in-lood boven- en (deels) zijlichten. De deurpartijen zijn geplaatst tussen zware gemetselde penanten op natuurstenen sokkels. Grote winkelvensters eveneens voorzien van door houten spijlen onderverdeelde glas-in-lood vensters. De kleine puntgevel heeft op de verdieping vier kruisvensters. Op de tweede verdieping twee gekoppelde rondboogvensters met uitkragende onderdorpel. In de punt een geometrische, goudkleurige versiering. De grote puntgevels hebben een afwijkende raamverdeling. De zijde aan de Gerrit van der Veenstraat bevat in de rechter travee een driezijdige erkerpartij over drie verdiepingen en een getoogd winkelraam. De veelal in drieën verdeelde vensters hebben klein onderverdeelde bovenlichten. Op de hoek een hoog oprijzende schoorsteen. De grote puntgevel aan de Minervalaan heeft bovenin een klein rechthoekig venster. Daaronder vier gekoppelde - door natuursteen gescheiden - rondboogvormige vensteropeningen met klein onderverdeelde en verdiept geplaatste vensters en bovenlichten, aan weerszijden gescheiden door een klein rechthoekig venster. Op de eerste verdieping een erkeruitbouw met klein onderverdeelde vensters. De gevel aan de Minervalaan wordt ter linkerzijde afgesloten door een vanaf de derde verdieping ontspringend octogonaal hoektorentje met een door pannen gedekt tentvormig dak. De aansluiting aan de puntgevel vanaf de derde verdieping geschiedt door een deels ingesnoerde torenachtige uitbouw. De derde verdieping is teruggezet achter een balkon met houten borstwering. Op de begane grond twee ingangen met twee gekoppelde deuren onder een afwaterende luifel. Op het dak drie dakkapellen. Vensters met roedenverdeling verder regelmatig in de gevel geplaatst. De gevel aan de Gerrit van der Veenstraat heeft op de begane grond rechthoekige portiekopeningen, aan de bovenzijde voorzien van zware gestileerde hoekconsoles van natuursteen. Tussen de portieken regelmatig geplaatste rechthoekige vensteropeningen met verdiept geplaatste schuiframen met gekoppelde, door roeden kruisvormig onderverdeelde, bovenlichten. Bovenliggend balkon. De drie verdiepingen zijn teruggezet. De eerste verdieping is voorzien van balkondeuren met kleine ruitjes in de bovenlichten. Op de tweede verdieping kleinere vensteropeningen met schuiframen. Een zware uitstekende cordonlijst markeert de overgang naar de derde verdieping onder een sterk overstekende dakluifel (aan de onderzijde voorzien van houten beschot) met een rij door roeden klein onderverdeelde vensters tussen van banden van siermetselwerk voorziene penanten. Op de hoek een puntgevel met een driezijdige erkeruitbouw op de eerste verdieping. Op de hoek een hoog opgemetselde schoorsteen. De gevel aan de Michelangelostraat heeft op de hoek een gebeeldhouwd portret voorstellende de kunstenaar Michelangelo, van Jacob Kaas (1928). De gevel aan de Michelangelostraat is negen vensterassen breed. De twee vensterassen brede puntgevel heeft twee vensters per verdieping. Rechts daarvan een over drie verdiepingen lopende erkeruitbouw. De derde verdieping ligt onder een fors dakoverstek. Tussen de vensters gemetselde penanten voorzien van bandwerk. De ingangen op de begane grond liggen in diepe portieken. Decoratieve eikehouten deuren. De vensters op de eerste en tweede verdieping zijn regelmatig in de gevel geplaatst en voorzien van schuiframen met kruisvormig onderverdeelde bovenlichten. Twee dakkapellen. De gevel aan de Michelangelostraat wordt aan de rechterzijde afgesloten door een vanaf de eerste verdieping omhoog rijzende en fors boven het dak uitstekende overhoeks geplaatste pijler. Waardering Zuidwestelijk bouwblok met winkel- en etagewoningen naar onwerp van G.J. Rutgers in late Amsterdamse School-stijl van algemeen belang wegens architectuur- en kunsthistorische alsook stedenbouwkundige waarde als beelbepalend onderdeel van een complex van vier bouwblokken op het kruispunt van Minervalaan en Gerrit van der Veenstraat."
